Request Per Sec,Response Time
0.0333,73.5
0,0
0.025,33.6667
0,0
0.0083,20
0.0333,51.75
0.0167,54.5
0.0167,61
0.0333,59.75
0.0083,34
0.0667,71.5
0.0333,63.75
0.0833,66.6
0.0083,34
0.0083,46
0.0083,31
0.0083,66
0.025,44.6667
0.0333,68.25
0.025,20
0.025,49.6667
0,0
0.0167,45.5
0,0
0,0
0.0083,39
0.0333,61.75
0.0167,32
0.0417,22
0.0167,36
0.05,63.5
0.0417,41.8
0,0
0.0167,53.5
0,0
0.0167,36.5
0.0167,62.5
0,0
0,0
0.0167,56
0.0167,24
0.0583,40
0.0333,41
0.075,30.5556
0,0
0.0083,57
0.0417,85.8
0,0
0.0083,30
0.0417,66.2
0.0083,63
0.0083,54
0.0083,74
0.0333,75
0.0083,26
0.05,39.5
0,0
0.0417,36.6
0.0167,76.5
0,0
0.025,40.6667
0.0167,58
0.025,29.3333
0.075,75.3333
0.0167,20.5
0.0417,40.2
0,0
0.025,22.3333
0.0417,71.2
0,0
0,0
0.0083,55
0.0083,50
0.0167,58.5
0.0417,49.2
0,0
0.0083,100
0.0083,65
0.025,79
0.1083,43.1538
-1,0
0.05,52.3333
0.025,43
0.05,67
0.0333,29.25
0.0083,86
0.0083,37
0.0583,64
0.0917,36.4545
0.0333,52.25
0.0083,20
0.0167,42.5
0.0083,120
0.0417,69.4
0.0583,27.8571
0,0
0.0083,21
0,0
0.0083,36
0.0417,57
0.0417,78.2
0.0083,62
0.025,67.6667
0.0083,61
0.0167,64
0.025,73
0.0167,24
0.0083,50
0.0083,103
0,0
0.0167,60.5
0,0
0,0
0,0
0,0
0.0167,41.5
0.0333,61.5
0.0083,50
0,0
0.0333,62.25
0.0083,89
0.025,32.3333
0.0167,76.5
0,0
0.0333,46.5
0.0167,39.5
0.0167,31.5
0.0083,61
0.0417,39.6
0,0
0.0333,30.5
0.0417,64.2
0,0
0.0083,50
0.025,27
0.0167,60.5
0.0167,51.5
0.05,42.1667
0.0167,41.5
0.0083,80
0.0083,38
0.0083,42
0,0
0.0167,33
0.025,29.6667
0.0833,60.9
0,0
0.0333,34.25
0,0
0.0417,35.8
0.0417,48.4
0.025,28
0.0083,52
0,0
0.0333,41.75
0.0167,54
0.0167,44.5
0.025,57.6667
0.0167,53.5
0.0417,47.8
0.0083,65
0,0
0.025,35
0.05,38.1667
0,0
0.0167,69.5
0.025,61.6667
0.0333,66
0.0083,46
0.0167,53
0,0
0.0083,59
0,0
0.05,50
0.0667,66.75
0.0167,65
0.0167,48
0.0417,62.2
0.0083,55
0.0167,53
0.075,58.4444
0,0
0.0083,59
0.0333,22.75
0.0417,43.2
0.0333,45
0.025,74.3333
0.0417,39.6
0,0
0.0083,33
0.0167,30
0,0
0.025,72
0.0083,52
0.0083,54
0.0083,69
0.025,56.3333
0,0
0.0167,69.5
0.025,27.3333
0.0167,72
0.05,55
0.1083,62.6154
0.05,41.1667
0.0083,23
0.0417,64.6
0,0
0.0333,37.75
0.0333,39
0.025,40.6667
0.0167,36
0.0167,61.5
0.025,74.6667
0.0167,44.5
0,0
0.0333,37.25
0.0083,32
0.0333,47.25
0.0083,64
0.0083,39
0.05,78.6667
0.0083,25
0.0167,28
0.0083,59
0.0417,55.2
0,0
0,0
0.025,60.3333
0,0
0,0
0.0167,163
0.0417,28.8
0.0167,38.5
0.0833,74
0.0083,69
0,0
0.0167,63
0.0167,38.5
0.0417,72.2
0.0083,35
0.0167,78
0.0083,27
0.0083,31
0.0083,47
0.075,99
0.025,21.6667
0.0333,38
0.0167,30.5
0.05,45.1667
0.0417,42.2
0.0417,60
0.0083,64
0.0167,68
0,0
0.0417,32
0.075,29.3333
0,0
0,0
0.075,74.8889
0.0417,42
0.05,54
0.025,44.6667
0.0667,46.375
0.0333,76
0,0
0,0
0.0417,41.4
0,0
0.0333,73.25
0.0167,58
0,0
0.025,34.3333
0.0167,28
0.0083,56
0,0
0.0583,79.8571
0.0083,41
0,0
0,0
0,0
0.0167,32
0.0833,63.5
0.0083,69
0.0333,62.25
0.025,55.3333
0.0083,702
0.05,20
0.05,39.6667
0.025,202.6667
0.025,33.3333
0,0
0,0
0.025,37.6667
0.05,31.8333
0.025,32.3333
0.0167,29
0.025,39.6667
0.0083,62
0.0083,62
0.0167,79.5
0,0
0.0417,39.6
0,0
0.075,36.8889
0.0583,69.2857
0.025,44.3333
0.0833,39.2
0.0333,46.75
0,0
0,0
0,0
0.0083,24
0.0083,33
0.0583,37
0.0417,55.6
0,0
0.025,59.6667
0.025,71.6667
0.0417,75.4
0.0917,71.9091
0.0083,51
0.0167,55.5
0.0333,53
0.0167,66.5
0,0
0.0167,70
0.0333,52.5
0.0167,37
0.0333,49
0.0583,77.7143
0.025,66
0.0083,33
0.025,63.6667
0.0083,65
0.05,67.5
0.0083,48
0,0
0.0583,50.2857
0.05,46.6667
0.0417,71.6
0.0167,48.5
0.075,48.4444
0,0
0.025,65
0.0167,42.5
0,0
0.0417,36.4
0.0083,53
0.0083,62
0.0083,68
0,0
0,0
0.0083,49
0.025,73.6667
0.0333,63.5
0,0
0.0417,80.8
0,0
0.0083,63
0,0
0,0
0,0
0.0167,63.5
0.075,56.2222
0.0083,48
0,0
0.0083,24
0,0
0,0
0.0333,34.75
0.0667,37.125
0.0083,184
0.025,58
0.0167,55.5
0.0333,57.25
0,0
0.0167,55
0.0083,43
0,0
0.075,94.1111
0.025,20.3333
0.0417,86.4
0.0667,42.125
0,0
0.0417,41.6
0.025,38
0.0083,25
0,0
0.0167,68
0.0167,37
0.0417,74.2
0.0667,80
0.0083,55
0.0167,48
0,0
0.025,43.3333
0,0
0.025,64.3333
0.025,78.3333
0.0167,66
0,0
0.0083,33
0,0
0.0667,57.75
0.0083,93
0,0
-1,0
0,0
0.0417,60.2
0,0
0,0
0.0583,45.1429
0.0083,37
0.0167,38
0.05,52.3333
0,0
0.0167,65.5
0.0083,58
0.05,54.5
0,0
0.0167,72.5
0.0083,20
0.0083,56
0.0167,95.5
0.05,67.1667
0.0083,30
0.0333,45
0.025,62.6667
0.0167,65
0.025,50.6667
0,0
0.0083,24
0.0167,45.5
0.0583,39.4286
0.025,50
0.0667,75.75
0,0
0.0167,32.5
0,0
0,0
0.0083,64
0,0
0,0
0.0417,41.4
0.0083,50
0.05,68.1667
0,0
0.0167,18.5
0.025,64
0,0
0,0
0.0417,87.2
0.025,45.3333
0.0167,55.5
0.0083,225
0.0083,56
0.0083,51
0.0417,125.6
-1,0
0,0
0.05,34.5
0.05,31.1667
0,0
0.0417,25
0,0
0.05,61
0.0167,65
0.0583,37.4286
0.0333,64.25
0,0
0.05,65.6667
0.075,55.6667
0.0083,39
0,0
0,0
0.0417,72.6
0,0
0.0167,27.5
0.0083,20
0.0333,31.75
0,0
0.0833,60.6
0.05,56.8333
0.0583,36.7143
0,0
0.0667,59.75
0.0333,51
0.0167,47.5
0.0583,26
0.0083,56
0.0333,49.5
0.0083,55
0.0083,34
0.0083,42
0.0083,64
0.0167,28.5
0.0333,46.5
0,0
0,0
0,0
0,0
0.0167,69.5
0,0
0.05,29.8333
0.0167,32
0.0167,45.5
0.0667,45
0.05,35.3333
0.0167,57.5
0.0083,61
0,0
0.0583,218.5714
0.0667,72
0.0583,65.5714
0,0
0.025,25
0,0
0,0
0,0
0.0167,38
0.0167,28
0.0167,60.5
0,0
0.0333,62.75
0,0
0,0
0.0333,40.5
0.225,81.3333
0.0583,87.2857
0.0083,37
0.0417,25
0.0083,49
0.025,28
0.025,43.3333
0,0
0.0083,52
0.0667,76.625
0.0083,64
0.0417,24.8
0.0167,55
0.0083,59
0,0
0,0
0,0
0,0
0.0417,46
0.0083,54
0.025,87
0.0083,40
0.0083,35
0.0083,101
0,0
0.025,76.6667
0.1,86
0.0083,39
0.0167,63
0.0083,26
0,0
0.0417,42.6
0,0
0.0167,62.5
0.0083,64
0.0167,38
0,0
0,0
0.025,60.3333
0.0167,70
0.0667,62.375
0.025,223.6667
0.0167,56.5
0.0333,41.75
0.0083,31
0,0
0.0333,55.75
0,0
0.025,39
0,0
0.025,84
0.0667,95.875
0.0583,45.4286
0.0167,49.5
0.0167,61
0.0167,38.5
0.0333,41.75
0.1,88
0.025,23.3333
0.075,47.7778
0.0583,103.2857
0.0083,43
0,0
0,0
0.0833,66.6
0.0333,44.75
0,0
0.0167,28.5
0.0083,35
0.0167,55
0.0583,45.5714
0,0
0.0083,30
0.0833,80.8
0.025,50.3333
0.025,38
0.0333,58
0.0083,71
0.0167,108
0.0417,40.4
0.0417,82.6
0.0083,76
0.0083,46
0,0
0,0
0.0333,129.75
0.0333,54.75
0.0917,56.8182
0,0
0.0083,38
0.075,43.1111
0,0
0.025,64
0.0333,42.25
0,0
0,0
0.025,42
0.025,74
0.0167,63.5
0.0167,39
0.0167,58.5
0.0833,82.3
0.025,58.3333
0.0333,24.5
0.0083,32
0.0167,38.5
0,0
0.0833,48.1
0.0083,48
0.0167,40.5
0.0667,73.75
0.0333,30
0.0333,26.75
0.0417,39.6
0,0
0.0667,67.125
0.0083,62
0.0083,24
0.0167,31.5
0.0333,61.75
0.0083,34
0,0
0,0
0.0333,85
0.0167,98.5
0.075,73.2222
0.0167,39
0.0167,32
0.0167,30
0.0667,42.125
0.0083,72
0.0083,41
0,0
0,0
0,0
0.05,33.3333
0,0
0.0583,95.1429
0.0167,40
0,0
0.0083,30
0.15,37.8333
0.0333,55.75
0,0
0.0417,63.8
0.025,58.6667
0.025,65.6667
0,0
0.0083,22
0.0417,74.8
0,0
0.0083,32
0.0167,49
0.0167,68
0.0417,44.4
0.0083,28
0.0167,67.5
0,0
0.0417,25.6
0.0167,33.5
0.0333,29.25
0.0083,32
0.0417,81.6
0.0417,63.8
0,0
0.0167,47.5
0.025,42.6667
0,0
0,0
0.0167,42
0.0417,34.8
0.0083,47
0.0667,29.75
0,0
0.0417,38.6
0,0
0.0333,70
0.0417,58
0,0
0,0
0.0333,29
0,0
0.0083,19
0.0083,31
0,0
0.0417,43
0,0
0.0333,69.75
0.0167,27
0.0083,61
0.0583,47.1429
0.0083,32
0.025,49.6667
0,0
0,0
0.1167,66.2143
0.0417,77
0.05,57.6667
0.025,40.6667
0,0
0,0
0.0417,33.2
0.0167,410
0.0333,35.75
0.0833,37
0.0333,38.25
0,0
0.0333,73.25
0,0
0.0167,68
0.0083,19
0.0083,55
0.0417,69.6
0.025,72.6667
0,0
0.025,69
0.0083,62
0.0167,32.5
0.0333,40.25
0.0333,55.25
0.0583,61.1429
0.0417,37.4
0.0417,31.4
0.0583,40.8571
0.0167,29
0.0083,75
0.025,52.6667
0.0417,35.6
0.0083,35
0.0083,29
0,0
0.0167,86.5
0,0
0.0083,31
0.0167,58.5
0.025,36.3333
0.0167,33
0.0083,61
0.0167,54.5
0,0
0.0417,71.8
0.0167,79
0,0
0,0
0,0
0.0167,39.5
0.0083,38
0.0167,79.5
0.0333,102
0.0083,53
0.0333,53.5
0.0083,78
0.1083,64.2308
0.0083,62
0.0417,59
0.0333,75
0.0417,34.2
0.0167,61.5
0.0083,60
0.0083,29
0.0083,30
0.0083,44
0.0833,77.6
0.0083,55
0.0417,37.6
0.0083,41
0.025,74
0.0333,69.5
0,0
0.0083,52
0.0167,73.5
0,0
0.0083,32
0.075,43.3333
0.0083,37
0.0667,44.5
0,0
0.0333,93
0.0167,65
0.0333,33
0,0
0.0083,87
0.0417,37
0.025,104.3333
0.0083,65
0.0083,64
0.025,29.6667
0.0083,27
0.0833,36.1
0.125,79.5333
0.05,116.5
0.0083,53
0,0
0.0833,58.4
0,0
0.0083,29
0.0333,64.25
0.0167,71
0.0083,36
0.0083,47
0.0167,69.5
0,0
0.0333,40.75
0,0
0,0
0.0167,57.5
0.0167,175
0.025,48.6667
0.0583,49.8571
0,0
0.025,66.6667
0.025,51
0.0333,63.5
0.0167,28.5
0,0
0,0
0.025,65
0.0083,31
0.0083,30
0.0167,89.5
0.0167,62
0.0417,42
0.0167,73.5
0.025,70
0.0083,27
0.0583,56.8571
0,0
0.0083,30
0.0417,49.4
0,0
0.0083,66
0.0333,30.25
0.0667,68.625
0,0
0.0083,66
0.0417,65
0.0333,51
0.0583,69.4286
0,0
0.0083,80
0.0083,32
0,0
0.0333,34
0.025,37.6667
0.0083,72
0.05,45.6667
0,0
0.0417,72.6
0,0
0.0417,70.6
0.0667,74.375
0.025,29.3333
0.0167,37
0,0
0.0083,77
0.0167,35
0,0
0.0083,43
0.0167,54.5
0.0083,45
0.0167,40
0.0333,71.25
0.0333,44.5
0.0417,61.2
0,0
0.0583,48
0,0
0,0
0.025,60.3333
0,0
0,0
0.0333,35
0.0333,136.75
0,0
0.0083,70
0.0333,54
0.0333,42
0.025,47.6667
0.0583,36.5714
0,0
0.0583,71.7143
0.0417,71
0.0167,59
0.0167,50.5
0.0833,86.9
0,0
0.0083,77
0.0417,39.8
0,0
0.0417,45
0.025,77.6667
0.075,72.5556
0.05,38.1667
0,0
0,0
0.0083,34
0,0
0.05,44
0.0167,29
0.0167,29
0.0667,71.875
0.0167,64.5
0,0
0.1,71.5833
0,0
0.0417,139.8
0.0083,35
0.0083,72
0,0
0.0417,67
0.0083,39
0.05,68.8333
0.0167,29
0,0
0.0583,59.4286
0.0583,41.2857
0.0167,36.5
0.0167,57.5
0.025,72
0.0333,28.5
0,0
0.0333,48.75
0.0417,74.2
0.025,41.3333
0.0417,33.8
0.025,50.3333
0,0
0.0167,69
0.0083,38
0.0667,31.875
0,0
0.0583,54.4286
0.0583,75.1429
0.0167,23.5
0,0
0.0667,45
0.0167,61
0.025,46.3333
0,0
0.0167,36.5
0.0167,43.5
0,0
0.0167,47.5
0.0167,46.5
0.0167,68.5
0.0417,75.2
0.05,46.6667
0.025,65.6667
0.0167,37.5
0.0417,59
0.05,49.8333
0,0
0.0167,66
0.0167,43.5
0.0583,73
0.0167,34.5
0.0333,70.75
0.0417,75.4
0.0167,55
0.025,55.3333
0.0083,45
0.0083,32
0.0167,49.5
0.0667,60.875
0.0333,45.5
0,0
0.0167,21
0.025,67.6667
0,0
0,0
0.0083,66
0,0
0,0
0,0
0.025,67
0.05,38.6667
0.0167,52
0.0333,26
-1,0
0.0083,60
0,0
0.0333,195
0.0167,37.5
0.0083,37
0,0
0,0
0.025,82.6667
0,0
0.0083,28
0.05,68.3333
0.0417,48
0.025,68.6667
0.0167,64.5
0.0083,47
0,0
0.0417,53.4
0,0
0.025,27.3333
0,0
0.0083,77
0.0417,61
0.025,70
0.0083,62
0.0417,68.2
0.0333,69
0.0083,78
0,0
0.0333,56.25
0.0333,58
0.025,41.6667
0,0
0.025,37
0,0
0.0083,390
0.0333,70.25
0.0083,62
0.0167,85
0.0167,25
0.0417,41.6
0.0167,59.5
0,0
0.0083,66
0.0417,84.2
0.0167,35
0.0167,38.5
0.0583,75.1429
0,0
0.0083,43
-1,0
0.0083,44
0,0
0,0
0,0
0.0333,34.25
0,0
0.0083,67
0,0
0.0083,54
0.0167,79.5
0.0167,58.5
0.025,41.6667
0,0
0.0083,36
0.0333,36.75
0.0167,34
0.025,68
0.025,33
0.025,34.6667
0.1,101.9167
0.025,21.6667
0,0
0.025,37.3333
0,0
0.0167,37
0,0
0,0
0,0
0.0333,63
0.025,62.6667
0.0167,73
0.0667,82.25
0.0167,28
0.0583,71.1429
0.0333,48.75
0.0167,41
0,0
0.0083,40
0,0
0.0083,64
0,0
0.025,29.3333
0,0
0.0083,61
0,0
0.0083,59
0.025,48.3333
0.0083,50
0.0833,43.6
0.0083,314
0.025,37
0,0
0,0
0.0583,34.5714
0.0083,53
0,0
0.0333,67.5
0,0
0.0167,61
0.0583,71.2857
0,0
0,0
0,0
0.0167,67.5
0.0083,53
0,0
0.0083,36
0.05,64.3333
0.05,57.1667
0.025,71.3333
0,0
0,0
0.025,74.3333
0.0167,48.5
0.1083,35.7692
0.0333,45
0.0333,37.5
0.0167,31.5
0.05,55.6667
0.0083,60
0,0
0,0
0.0333,63.75
0.0583,28.8571
0.0167,34
0.0083,41
0.0167,40
0.0333,68.5
0.05,42.6667
0,0
0.0333,67.25
0.0083,37
0.0583,74.7143
0.0417,79.2
0.0583,62.5714
0.025,54.3333
0.0583,44.4286
0.0583,62
0.0083,39
0.0167,59
0.025,39
0.0417,47.8
0.0083,48
0.05,41.6667
0.05,32.6667
0,0
0.0083,53
0.0083,47
0.025,29.6667
0.0083,32
0.0167,69.5
0.025,85.3333
0.0583,80.8571
0.0083,57
0.0417,72.2
0.0083,79
0.0083,36
0.0333,29.25
0.0167,41
0.0417,33.4
0,0
0.0583,65.1429
0.0167,30.5
0.0583,44.1429
0,0
0.0917,70.7273
0.1083,69.7692
0.0167,65.5
0.0167,58
0.0083,34
0.0083,48
0.0583,31.1429
0.0167,86.5
0.05,39.3333
0.0167,35
0.0167,156
0.0333,44
0.025,91
0.0083,48
0,0
0,0
0.0417,35.8
0,0
0.0417,44.6
0.0417,100.2
0,0
0.0417,74.6
0.0167,64
0,0
0.025,60
0.05,34.5
0.125,72.2
0.0167,23.5
0.0167,66
0,0
0,0
0.0083,51
0,0
0.0167,36.5
0.0667,67.5
0.075,60.4444
0.05,38.3333
0.025,62.6667
0.025,38.6667
0.0417,60.4
0.0667,74.875
0.025,68.3333
0.0083,49
0.0167,55.5
0.0083,63
0.0083,55
0,0
0,0
0.0333,38
0.025,64.3333
0.0583,43.2857
0.0083,25
0.0417,47.8
0,0
0,0
0.0667,72.375
0.0167,66
0.0583,33.5714
0,0
0.0083,58
0.025,30
0.025,36.6667
0.0167,52
0.0417,65
0.0167,27
0.025,239.3333
0.0333,48.75
0.0333,68.25
0.0083,63
0,0
0,0
0.075,31.2222
0.0833,75.3
0.05,56.5
0,0
0.0083,64
0,0
0.0083,91
0.025,32.6667
0.05,77
0.0333,29
0.025,84.6667
0.0583,53.8571
0.0167,52
0.0083,74
0.0083,34
0.025,37
0.025,72.6667
0.0083,65
0.025,69.3333
0.025,48.3333
0.0083,28
0.0083,54
0.0667,48.125
0.05,62.1667
0,0
0.0583,34.7143
0.1,56.5
0,0
0.0167,40.5
0.0167,36
0,0
0,0
0.0083,107
0.05,78.3333
0.0167,61
0.0083,28
0,0
0.0167,61
0.0333,36.5
0.0417,126.6
0.0167,47.5
0.05,76.6667
0.075,45.1111
0.0083,68
0.0333,37.5
0,0
0.025,61
0,0
0.0083,25
0.0083,28
0,0
0.0083,63
0.0583,29.4286
0.0167,38.5
0.0083,55
0.0917,50
0.0417,75
0.0083,28
0.0083,35
0.025,25.3333
0,0
0.05,41.6667
0.0167,67.5
0,0
0,0
0.0167,98
0.025,106.6667
0.075,67.4444
0,0
0.05,43.8333
0.05,51.1667
0.05,30.5
0.0667,46.375
0.0083,43
0.0167,59
0,0
0.0083,29
0.0167,62
0.025,35.3333
0.0333,36.5
0.025,49.3333
0,0
0.0083,48
0,0
0.05,78.3333
0.0083,56
0.0083,61
0.0417,56.6
0.0083,55
0.0833,60.3
0.0083,58
0,0
0.0083,51
0,0
0.025,60
0.0083,79
0.0167,31.5
0.0083,60
0,0
0.0083,76
0.0583,32.7143
0.025,77.6667
0.0083,86
0.025,40
0.0083,46
0.0167,94.5
0.05,68
0.0167,85.5
0.0333,45.5
0.025,57.3333
0.025,41
0,0
0.0083,26
0,0
0.0083,33
0.0167,55.5
0.05,61.6667
0.0333,37.75
0.0083,41
0.0083,40
0.0417,80.4
0.025,59.6667
0.1083,72.5385
0.025,40
0.0417,38
0.0083,53
0.0083,57
0,0
0.0333,65.5
0.0083,75
0.0167,29.5
0.0583,61.8571
0.0167,74
0.05,49
0.0417,43.8
0.0083,62
0,0
0.1167,56.2143
0.125,59.5333
0.0083,64
0.0167,34
0,0
0.0083,22
0.0417,51.8
0,0
0.0167,88.5
0,0
0.025,62.3333
0.0917,34.6364
0.1,41.75
0.0167,52
0.0583,71.1429
0.025,68.6667
0.0417,45.6
0.025,28.3333
0.0167,67
0.0083,34
0.025,50.3333
0.025,41
0.0417,28.2
0.0083,28
0.0083,33
0,0
0,0
0.0333,155.5
0.025,66.3333
0.0167,49.5
0.0083,61
0.0167,33
0.0083,70
0.05,66.8333
0.0167,55
0.0167,103
0,0
0.0083,37
0.0167,32.5
0,0
0.025,82
0.05,58.3333
0.025,27
0,0
0.0583,44.2857
0.025,64
0,0
0.0083,30
0,0
0.05,42
0,0
0.0333,39
0,0
0.0083,57
0.0583,44.8571
0.025,69.3333
0.0333,43.75
0.0333,71
0.0333,79.25
0,0
0.0083,40
0,0
0.025,39.3333
0.025,58.6667
0.05,70.1667
0.0167,23.5
0.025,37
0.0417,20.8
0.05,24.8333
0.025,79
0.0167,29.5
0.0167,56.5
0,0
0.0083,38
0.025,41
0,0
0.0333,86.75
0.0083,65
0.0083,69
0.0917,44
0.0083,32
0.0167,48.5
0.0333,25
0.0167,27
0.0083,45
0.0083,93
0.0333,55
0.0083,83
0.0417,33.4
0.0333,47.25
0,0
0.0583,34.5714
0.0333,72.25
0.0167,59
0,0
0.0167,64
0.0333,55.25
0.0833,34.8
0,0
0,0
0.0083,69
0.0417,93.4
0.0167,38
0,0
0,0
0.0333,25.75
0.0333,76.75
0,0
0.0167,64
0.0083,72
0.0083,34
0.0167,64.5
0.0583,42
0.05,65.1667
0.025,40.6667
0.0083,65
0.0083,62
0.0167,22.5
0.0083,39
0.0083,36
0,0
0,0
0,0
0,0
0.0417,66
0.0083,33
0.0167,52.5
0,0
0.025,39.6667
0.025,50.6667
0.025,51
0.05,70.8333
0,0
0,0
0.075,69.2222
0.0417,34.8
0.0333,67.25
0.05,75.5
0.0167,51.5
0.0333,69.25
0.0083,38
0.05,77.5
0.0333,28.25
0.0167,20
0.075,46.7778
0.0083,72
0,0
0.0083,31
0,0
0.0083,26
0.0167,65.5
0,0
0,0
0,0
0.025,56
0,0
0.0167,39.5
0,0
0.0167,29
0.0417,54.4
0.0083,95
0,0
0.025,30.6667
0.0083,28
0.0083,75
0.0167,80.5
0.0167,38.5
0.0083,62
0.0083,26
0.0167,62.5
0.0083,51
0.0083,55
0,0
0,0
0,0
0.0583,70.2857
0,0
0.0167,65.5
0.0333,27.25
0.0583,56.7143
0.0333,46.75
0.0083,34
0.025,57.6667
0.0083,50
0.0083,37
0.0583,43.2857
0,0
0.0167,72.5
0.0167,66.5
0.025,43
0.0167,26
0.0917,31.7273
0.0667,37.75
0.0333,37.5
0,0
0,0
0.025,65.3333
0.0333,21.25
0.0083,58
0.0083,29
0,0
0.0167,31.5
0,0
0.0667,66.75
0.075,47.6667
0.0833,44.2
0.0167,57
0.0333,40.5
0,0
0.0083,29
0.0333,26.25
0.0167,85.5
0.025,56.6667
0.0417,60.2
0,0
0.0917,88.0909
0.025,19.3333
0.0333,49
0,0
0.05,47.6667
0,0
0,0
0.0583,43.1429
0.0083,34
0.0167,86.5
0.0917,75.4545
0.025,40
0.0417,39.6
0.0167,43
0,0
0.0167,71
0.0083,29
0.0083,56
0,0
0,0
0.0417,30.2
0.0583,50.1429
0.0167,86
0.0333,201.25
0.0333,38.5
0.025,58.3333
0.0083,38
0.0167,28
0.075,70
0.0083,67
0.0167,42.5
0.0083,43
0.0083,92
0,0
0,0
0.0583,41.7143
0,0
0.0167,28.5
0.0083,36
0.0333,24.75
0.0083,37
0,0
0.0417,72.6
0.0167,31
0,0
0.0417,89.2
0,0
0.1083,57.6154
0.0417,75.8
0.05,43.6667
0,0
0.0333,64.75
0.0583,51.7143
0.0417,71.8
0.0333,71
0.05,44.1667
0.0167,56
0.0583,36.8571
0.0083,66
0.075,117.3333
0.0417,74.2
0.0833,38.4
0.025,64.6667
0.0333,43.5
0.0083,57
0.0167,60.5
0,0
0.0667,70.25
0,0
0.0083,43
0,0
0.0167,40
0.025,40
0.0167,56
0.025,68
0,0
0,0
0.025,59.3333
0.025,35.6667
0.0083,59
0.0083,31
0,0
0.0167,63.5
0.0583,68.8571
0.0417,36.8
0.0333,22.75
0,0
0.05,35
0,0
0.025,26.6667
0.025,90.6667
0.0333,38
0.0583,49.4286
0.0417,54.6
0.025,87
0.0083,24
0.05,46.8333
0,0
0,0
0.0167,32
0.0583,80.8571
0.05,48.8333
0.0167,69.5
0.075,68.6667
0,0
0.0333,72.25
0.0167,62.5
0.0167,67.5
0.0417,30.4
0.025,33.6667
0.0167,97
0,0
0.025,23
0.025,34.6667
0.0417,67.4
0.0583,68.2857
0,0
0,0
0.0083,29
0.0083,36
0.0417,29.6
0,0
0.025,33
0.0083,63
0.0667,62
0,0
0.0167,57.5
0.0167,58.5
0.05,75.5
0.0333,42.5
0.0583,57.1429
0,0
0.025,57.3333
0,0
0.0083,25
0.0083,74
0.0583,77
0,0
0.05,37
0.0083,113
0.05,74.6667
0.0083,67
0.0917,55
0.0583,73
0.0167,61
0.0667,39
0,0
0.0167,55.5
0.0083,65
0.0083,66
0.0167,75.5
0.0333,63.25
0.05,59.6667
0.1,70.8333
0.0083,66
0.0083,28
0.0083,41
0.0083,47
0.0083,62
0,0
0,0
0.0083,97
0.0083,24
0.0333,80.75
0,0
0,0
0,0
0.0167,37.5
0.025,39.6667
0.125,90.0667
0.025,67.3333
0,0
0,0
0.0333,59.75
0,0
0.0083,45
0.075,50.7778
0.0083,49
0.0417,76
0,0
0.0083,33
0.0583,30
0.0083,55
0,0
0.025,50.6667
0.0417,68.6
0.0083,77
0,0
0.0083,21
0.0083,50
0.025,24
0,0
0.0833,43.2
0.0417,53.2
0,0
0.0083,56
0.0167,79.5
0.025,73
0.05,57.8333
0,0
0.025,88.3333
0.0083,61
0.025,67.3333
0,0
0.0083,32
0.0833,47.4
0.0083,29
0,0
0.025,52
0.0083,58
0,0
0.0083,41
0.0083,46
0.0167,127
0.0083,63
0.0667,66
0,0
0.0333,38.75
0.05,50.8333
0,0
0.0083,65
0.0167,47
0,0
0,0
0.0083,54
0.0083,71
0.025,71
0.025,67
0.0083,47
0,0
0.0083,39
0.0333,69.75
0.0167,60.5
0,0
0.0333,54
0,0
0,0
0,0
0.0083,33
0.0083,27
0,0
0.0417,86
0.0333,20.75
0.0417,34.6
0.025,49
0.025,61.6667
0.0083,35
0,0
0.0083,37
0.0083,66
0.0167,70
0.1167,37.1429
0.0083,38
0.0417,51.4
0.0167,75.5
0.0083,55
0,0
0.0333,40.75
0.0583,50.7143
0.025,39
0.0167,71
0.0083,67
0.0083,27
0.0083,115
0.0083,61
0.0083,65
0.05,38.6667
0,0
0.125,74.3333
0,0
0,0
0,0
0.0333,31.25
0.025,28.6667
0.0417,75.4
0.0417,83
0,0
0.0167,19.5
0.0583,48
0.0333,139
0.05,78.8333
0,0
0,0
0.0333,21.75
0,0
0.0167,43
0,0
0,0
0.0083,38
0.0167,29
0.0333,73.25
0.0583,63.8571
0.0167,49
0.0417,51.6
0.0167,55.5
0.0167,37.5
0,0
0,0
0.0167,34.5
0,0
0,0
0.0167,338
0.0083,70
0.025,74.6667
0,0
0.0417,73.6
0.0917,69.2727
0.0083,57
0.0333,30
0,0
0.025,54.6667
0.0333,30.5
0,0
0,0
0.075,101.7778
0.0333,29
0,0
0.05,133
0,0
0.1,48.6667
-1,0
0.0417,69.2
0.0167,75
0,0
0.0083,39
0.025,36.3333
0,0
0.0417,36.6
0.0167,38
0.0083,63
0.0167,26.5
0.025,68.3333
0.05,68.8333
0.0167,66.5
0,0
0,0
0.0083,53
0.0333,52.75
0.05,63.1667
0.0167,64
0,0
0,0
0.0083,54
0.0167,59.5
0.025,29.6667
0.0083,49
0.0083,106
0.0667,32.5
0.0083,35
0,0
0.025,32.6667
0.0083,32
0.025,81.6667
0.0583,51.5714
0.0667,69
-1,0
0.0083,50
0.05,150.3333
0,0
0,0
0.0333,27.75
0.05,36
0.0417,21
0,0
0.0083,47
0.0167,20
0,0
0.025,63.6667
0,0
0.0583,72.4286
